#   energy        xmu
9334.2169	1.582355
9337.1562	1.582257
9340.0976	1.580793
9343.0410	1.579146
9345.9864	1.578327
9348.9339	1.578185
9351.8834	1.577366
9354.8349	1.576606
9357.7885	1.575795
9360.7442	1.57536
9363.7019	1.574193
9366.6616	1.573244
9369.6234	1.572287
9372.5873	1.570789
9375.5532	1.569156
9378.5212	1.566834
9381.4912	1.564924
9384.4633	1.561944
9387.4375	1.558643
9390.4137	1.554133
9393.3920	1.548637
9396.3724	1.543187
9399.3549	1.536735
9402.3394	1.530502
9405.3260	1.524887
9408.3147	1.520686
9411.3055	1.517344
9414.2984	1.514298
9417.2933	1.511697
9420.2904	1.509145
9423.2895	1.506456
9426.2907	1.502655
9429.2941	1.498915
9432.2995	1.494647
9435.3070	1.490224
9438.3166	1.485171
9441.3284	1.481474
9444.3422	1.477901
9447.3582	1.475018
9450.3762	1.472405
9453.3964	1.469371
9456.4187	1.46602
9459.4431	1.463225
9462.4696	1.460853
9465.4983	1.458491
9468.5290	1.456649
9471.5619	1.455209
9474.5970	1.453562
9477.6341	1.452488
9480.6734	1.450943
9483.7148	1.449669
9486.7584	1.447717
9489.8041	1.446525
9492.8519	1.44439
9495.9019	1.442065
9498.9540	1.4391
9502.0083	1.435997
9505.0648	1.431818
9508.1233	1.427608
9511.1841	1.423011
9514.2470	1.417792
9519.9957	1.41075
9525.7521	1.40469
9531.5160	1.398242
9537.2876	1.392298
9543.0669	1.38663
9548.8538	1.381048
9554.6484	1.374961
9560.4507	1.369445
9566.2607	1.363315
9572.0784	1.357164
9577.9038	1.351545
9583.7370	1.346648
9589.5780	1.341967
9595.4268	1.337365
9601.2833	1.332319
9607.1477	1.327634
9613.0199	1.323213
9618.8999	1.318805
9624.7878	1.313733
9630.6835	1.308255
9636.5872	1.302305
9642.4988	1.297165
9648.4182	1.291093
9654.3456	1.285025
9660.2810	1.279421
9666.2243	1.274066
9672.1756	1.268498
9678.1349	1.262322
9684.1022	1.256949
9690.0776	1.251687
9696.0610	1.246038
9702.0524	1.240806
9708.0519	1.23556
9714.0595	1.229674
9720.0753	1.224537
9726.0991	1.219671
9732.1311	1.21515
9738.1712	1.21019
9744.2195	1.205483
9750.2760	1.200678
9756.3407	1.195099
9762.4136	1.189864
9768.4947	1.185046
9774.5841	1.179787
9780.6818	1.174911
